,step_number,num_node_before_batching,num_edge_before_batching,num_graphs_before_batching,num_node_after_batching,num_edge_after_batching,num_graphs_after_batching
0,0,1122,19378,63,2048,32768,64
1,1,1123,19468,63,2048,32768,64
2,2,1123,19650,63,2048,32768,64
3,3,1144,20200,63,2048,32768,64
4,4,1090,18180,63,2048,32768,64
5,5,1138,19904,63,2048,32768,64
6,6,1153,20456,63,2048,32768,64
7,7,1132,19656,63,2048,32768,64
8,8,1124,19546,63,2048,32768,64
9,9,1145,20316,63,2048,32768,64
10,10,1125,19574,63,2048,32768,64
11,11,1103,18830,63,2048,32768,64
12,12,1131,19590,63,2048,32768,64
13,13,1132,19678,63,2048,32768,64
14,14,1131,19718,63,2048,32768,64
15,15,1151,20474,63,2048,32768,64
16,16,1132,19748,63,2048,32768,64
17,17,1149,20332,63,2048,32768,64
18,18,1148,20270,63,2048,32768,64
19,19,1121,19308,63,2048,32768,64
20,20,1169,21008,63,2048,32768,64
21,21,1158,20564,63,2048,32768,64
22,22,1158,20870,63,2048,32768,64
23,23,1135,19810,63,2048,32768,64
24,24,1126,19624,63,2048,32768,64
25,25,1104,18838,63,2048,32768,64
26,26,1148,20368,63,2048,32768,64
27,27,1140,19956,63,2048,32768,64
28,28,1146,20390,63,2048,32768,64
29,29,1096,18448,63,2048,32768,64
30,30,1093,18358,63,2048,32768,64
31,31,1128,19710,63,2048,32768,64
32,32,1131,19546,63,2048,32768,64
33,33,1099,18752,63,2048,32768,64
34,34,1123,19324,63,2048,32768,64
35,35,1139,20168,63,2048,32768,64
36,36,1155,20524,63,2048,32768,64
37,37,1163,20800,63,2048,32768,64
38,38,1117,19384,63,2048,32768,64
39,39,1128,19484,63,2048,32768,64
40,40,1163,20628,63,2048,32768,64
41,41,1148,20270,63,2048,32768,64
42,42,1130,19620,63,2048,32768,64
43,43,1155,20688,63,2048,32768,64
44,44,1121,19526,63,2048,32768,64
45,45,1117,19252,63,2048,32768,64
46,46,1144,20300,63,2048,32768,64
47,47,1104,18610,63,2048,32768,64
48,48,1114,19414,63,2048,32768,64
49,49,1169,21196,63,2048,32768,64
50,50,1154,20408,63,2048,32768,64
51,51,1122,19288,63,2048,32768,64
52,52,1114,19268,63,2048,32768,64
53,53,1135,19814,63,2048,32768,64
54,54,1135,19738,63,2048,32768,64
55,55,1174,21080,63,2048,32768,64
56,56,1107,18866,63,2048,32768,64
57,57,1123,19496,63,2048,32768,64
58,58,1167,21002,63,2048,32768,64
59,59,1116,19272,63,2048,32768,64
60,60,1167,20916,63,2048,32768,64
61,61,1110,19032,63,2048,32768,64
62,62,1129,19740,63,2048,32768,64
63,63,1138,19898,63,2048,32768,64
64,64,1136,19862,63,2048,32768,64
65,65,1144,20028,63,2048,32768,64
66,66,1180,21350,63,2048,32768,64
67,67,1097,18888,63,2048,32768,64
68,68,1141,20078,63,2048,32768,64
69,69,1125,19614,63,2048,32768,64
70,70,1150,20464,63,2048,32768,64
