,step_number,num_node_before_batching,num_edge_before_batching,num_graphs_before_batching,num_node_after_batching,num_edge_after_batching,num_graphs_after_batching
0,0,1122,19378,63,1152,19968,64
1,1,1126,19594,63,1152,19968,64
2,2,1124,19680,63,1152,19968,64
3,3,1109,19886,60,1152,19968,64
4,4,1073,17674,63,1152,19968,64
5,5,1125,19792,62,1152,19968,64
6,6,1116,19744,61,1152,19968,64
7,7,1124,19314,63,1152,19968,64
8,8,1124,19612,63,1152,19968,64
9,9,1127,19948,62,1152,19968,64
10,10,1120,19712,62,1152,19968,64
11,11,1091,18390,63,1152,19968,64
12,12,1137,19918,63,1152,19968,64
13,13,1125,19406,63,1152,19968,64
14,14,1111,18998,63,1152,19968,64
15,15,1121,19960,61,1152,19968,64
16,16,1118,19930,61,1152,19968,64
17,17,1127,19968,62,1152,19968,64
18,18,1115,19702,61,1152,19968,64
19,19,1118,19860,61,1152,19968,64
20,20,1120,19324,63,1152,19968,64
21,21,1101,19864,59,1152,19968,64
22,22,1106,19720,60,1152,19968,64
23,23,1132,19864,63,1152,19968,64
24,24,1136,19896,63,1152,19968,64
25,25,1112,19314,63,1152,19968,64
26,26,1132,19630,63,1152,19968,64
27,27,1117,19916,61,1152,19968,64
28,28,1126,19848,62,1152,19968,64
29,29,1130,19808,63,1152,19968,64
30,30,1087,18182,63,1152,19968,64
31,31,1118,19154,63,1152,19968,64
32,32,1125,19680,63,1152,19968,64
33,33,1126,19372,63,1152,19968,64
34,34,1091,18446,63,1152,19968,64
35,35,1123,19324,63,1152,19968,64
36,36,1107,19680,61,1152,19968,64
37,37,1116,19774,61,1152,19968,64
38,38,1097,19388,60,1152,19968,64
39,39,1110,19832,61,1152,19968,64
40,40,1126,19402,63,1152,19968,64
41,41,1138,19780,63,1152,19968,64
42,42,1119,19884,61,1152,19968,64
43,43,1124,19762,62,1152,19968,64
44,44,1128,19960,62,1152,19968,64
45,45,1119,19426,63,1152,19968,64
46,46,1124,19868,62,1152,19968,64
47,47,1101,18760,63,1152,19968,64
48,48,1131,19614,63,1152,19968,64
49,49,1126,19928,62,1152,19968,64
50,50,1097,18710,63,1152,19968,64
51,51,1067,19804,56,1152,19968,64
52,52,1133,19618,63,1152,19968,64
53,53,1135,19956,63,1152,19968,64
54,54,1098,18456,63,1152,19968,64
55,55,1127,19576,63,1152,19968,64
56,56,1132,19934,62,1152,19968,64
57,57,1093,19658,59,1152,19968,64
58,58,1095,18352,63,1152,19968,64
59,59,1117,19892,61,1152,19968,64
60,60,1108,19880,60,1152,19968,64
