,step_number,num_node_before_batching,num_edge_before_batching,num_graphs_before_batching,num_node_after_batching,num_edge_after_batching,num_graphs_after_batching
0,0,2268,39352,127,4096,65536,128
1,1,2290,40356,127,4096,65536,128
2,2,2250,38546,127,4096,65536,128
3,3,2304,40454,127,4096,65536,128
4,4,2286,40134,127,4096,65536,128
5,5,2247,38746,127,4096,65536,128
6,6,2277,39450,127,4096,65536,128
7,7,2300,40498,127,4096,65536,128
8,8,2303,40542,127,4096,65536,128
9,9,2286,39850,127,4096,65536,128
10,10,2347,41952,127,4096,65536,128
11,11,2312,41022,127,4096,65536,128
12,12,2255,39062,127,4096,65536,128
13,13,2309,40744,127,4096,65536,128
14,14,2261,39180,127,4096,65536,128
15,15,2240,38410,127,4096,65536,128
16,16,2243,38454,127,4096,65536,128
17,17,2282,39872,127,4096,65536,128
18,18,2333,41534,127,4096,65536,128
19,19,2266,39288,127,4096,65536,128
20,20,2327,41138,127,4096,65536,128
21,21,2304,40650,127,4096,65536,128
22,22,2257,39120,127,4096,65536,128
23,23,2267,39252,127,4096,65536,128
24,24,2300,40882,127,4096,65536,128
25,25,2293,39968,127,4096,65536,128
26,26,2266,39354,127,4096,65536,128
27,27,2328,41160,127,4096,65536,128
28,28,2248,38668,127,4096,65536,128
29,29,2302,40616,127,4096,65536,128
30,30,2294,40220,127,4096,65536,128
31,31,2285,39944,127,4096,65536,128
32,32,2301,40310,127,4096,65536,128
33,33,2300,40744,127,4096,65536,128
34,34,2285,40034,127,4096,65536,128
35,35,2328,41342,127,4096,65536,128
36,36,2347,42258,127,4096,65536,128
37,37,2290,40164,127,4096,65536,128
38,38,2279,39758,127,4096,65536,128
39,39,2286,39742,127,4096,65536,128
40,40,2325,41188,127,4096,65536,128
41,41,2297,40640,127,4096,65536,128
42,42,2295,40078,127,4096,65536,128
43,43,2317,40838,127,4096,65536,128
44,44,2271,39318,127,4096,65536,128
45,45,2273,39560,127,4096,65536,128
46,46,2319,41214,127,4096,65536,128
47,47,2233,37846,127,4096,65536,128
48,48,2291,40054,127,4096,65536,128
49,49,2316,41100,127,4096,65536,128
50,50,2308,40892,127,4096,65536,128
51,51,2358,42342,127,4096,65536,128
52,52,2304,40494,127,4096,65536,128
53,53,2261,38954,127,4096,65536,128
54,54,2289,40044,127,4096,65536,128
55,55,2270,39408,127,4096,65536,128
56,56,2279,39712,127,4096,65536,128
57,57,2272,39432,127,4096,65536,128
58,58,2304,40544,127,4096,65536,128
59,59,2361,42694,127,4096,65536,128
60,60,2323,41222,127,4096,65536,128
61,61,2247,38708,127,4096,65536,128
62,62,2300,40262,127,4096,65536,128
63,63,2310,40760,127,4096,65536,128
64,64,2305,40666,127,4096,65536,128
65,65,2328,41454,127,4096,65536,128
66,66,2331,41656,127,4096,65536,128
67,67,2294,40052,127,4096,65536,128
68,68,2330,41438,127,4096,65536,128
69,69,2266,39102,127,4096,65536,128
70,70,2279,39654,127,4096,65536,128
71,71,2304,40658,127,4096,65536,128
72,72,2269,39428,127,4096,65536,128
73,73,2304,40666,127,4096,65536,128
74,74,2287,40028,127,4096,65536,128
75,75,2249,38808,127,4096,65536,128
76,76,2308,40622,127,4096,65536,128
77,77,2253,38968,127,4096,65536,128
78,78,2298,40572,127,4096,65536,128
79,79,2342,41776,127,4096,65536,128
80,80,2294,40096,127,4096,65536,128
81,81,2294,40176,127,4096,65536,128
82,82,2273,39652,127,4096,65536,128
83,83,2292,40164,127,4096,65536,128
84,84,2272,39744,127,4096,65536,128
85,85,2329,41336,127,4096,65536,128
86,86,2289,39928,127,4096,65536,128
87,87,2259,38934,127,4096,65536,128
88,88,2290,40222,127,4096,65536,128
89,89,2225,38156,127,4096,65536,128
90,90,2280,39766,127,4096,65536,128
91,91,2227,37884,127,4096,65536,128
92,92,2312,40804,127,4096,65536,128
93,93,2300,40424,127,4096,65536,128
94,94,2212,37552,127,4096,65536,128
95,95,2319,41294,127,4096,65536,128
96,96,2299,40572,127,4096,65536,128
97,97,2271,39468,127,4096,65536,128
98,98,2292,40114,127,4096,65536,128
99,99,2249,38724,127,4096,65536,128
100,100,2263,39178,127,4096,65536,128
101,101,2288,40132,127,4096,65536,128
102,102,2270,39422,127,4096,65536,128
103,103,2315,40862,127,4096,65536,128
104,104,2303,40578,127,4096,65536,128
105,105,2347,41820,127,4096,65536,128
106,106,2210,37150,127,4096,65536,128
107,107,2294,40244,127,4096,65536,128
108,108,2254,38892,127,4096,65536,128
109,109,2326,41368,127,4096,65536,128
110,110,2275,39544,127,4096,65536,128
111,111,2321,41182,127,4096,65536,128
112,112,2267,39110,127,4096,65536,128
113,113,2253,38630,127,4096,65536,128
114,114,2275,39918,127,4096,65536,128
115,115,2241,38232,127,4096,65536,128
116,116,2299,40530,127,4096,65536,128
117,117,2288,40108,127,4096,65536,128
118,118,2291,40460,127,4096,65536,128
119,119,2238,38158,127,4096,65536,128
120,120,2348,42042,127,4096,65536,128
121,121,2250,38456,127,4096,65536,128
122,122,2281,39772,127,4096,65536,128
123,123,2307,40616,127,4096,65536,128
124,124,2327,41378,127,4096,65536,128
125,125,2276,39664,127,4096,65536,128
126,126,2291,40160,127,4096,65536,128
127,127,2283,39648,127,4096,65536,128
128,128,2237,38202,127,4096,65536,128
129,129,2265,38894,127,4096,65536,128
130,130,2368,42934,127,4096,65536,128
131,131,2282,39756,127,4096,65536,128
132,132,2316,40908,127,4096,65536,128
133,133,2213,37576,127,4096,65536,128
134,134,2295,40282,127,4096,65536,128
135,135,2296,40484,127,4096,65536,128
136,136,2317,41078,127,4096,65536,128
137,137,2274,39446,127,4096,65536,128
138,138,2257,38936,127,4096,65536,128
139,139,2331,41500,127,4096,65536,128
140,140,2274,39442,127,4096,65536,128
141,141,2252,38836,127,4096,65536,128
142,142,2264,38996,127,4096,65536,128
143,143,2294,40238,127,4096,65536,128
144,144,2251,38678,127,4096,65536,128
145,145,2282,40028,127,4096,65536,128
146,146,2347,42048,127,4096,65536,128
147,147,2275,39882,127,4096,65536,128
148,148,2258,38912,127,4096,65536,128
149,149,2284,40038,127,4096,65536,128
150,150,2280,39736,127,4096,65536,128
151,151,2277,39610,127,4096,65536,128
152,152,2320,41296,127,4096,65536,128
153,153,2285,40126,127,4096,65536,128
154,154,2249,38560,127,4096,65536,128
155,155,2292,39976,127,4096,65536,128
156,156,2270,39370,127,4096,65536,128
157,157,2296,40156,127,4096,65536,128
158,158,2277,39856,127,4096,65536,128
159,159,2299,40286,127,4096,65536,128
160,160,2322,41332,127,4096,65536,128
161,161,2296,40484,127,4096,65536,128
162,162,2329,41632,127,4096,65536,128
163,163,2298,40342,127,4096,65536,128
164,164,2285,39962,127,4096,65536,128
165,165,2232,38370,127,4096,65536,128
166,166,2262,39152,127,4096,65536,128
167,167,2345,41982,127,4096,65536,128
168,168,2261,39024,127,4096,65536,128
169,169,2236,38192,127,4096,65536,128
170,170,2250,38656,127,4096,65536,128
171,171,2288,40346,127,4096,65536,128
172,172,2327,41468,127,4096,65536,128
173,173,2259,38884,127,4096,65536,128
174,174,2249,38660,127,4096,65536,128
175,175,2305,40666,127,4096,65536,128
176,176,2293,40270,127,4096,65536,128
177,177,2305,40480,127,4096,65536,128
178,178,2274,39516,127,4096,65536,128
179,179,2319,41076,127,4096,65536,128
180,180,2272,39404,127,4096,65536,128
181,181,2298,40386,127,4096,65536,128
182,182,2338,42008,127,4096,65536,128
183,183,2255,38998,127,4096,65536,128
184,184,2259,38874,127,4096,65536,128
185,185,2315,41038,127,4096,65536,128
186,186,2330,41392,127,4096,65536,128
187,187,2279,39650,127,4096,65536,128
188,188,2339,42222,127,4096,65536,128
189,189,2269,39406,127,4096,65536,128
190,190,2242,38370,127,4096,65536,128
191,191,2328,41404,127,4096,65536,128
192,192,2320,41048,127,4096,65536,128
193,193,2238,38484,127,4096,65536,128
194,194,2276,39530,127,4096,65536,128
195,195,2297,40426,127,4096,65536,128
196,196,2319,41304,127,4096,65536,128
197,197,2322,41264,127,4096,65536,128
198,198,2278,39738,127,4096,65536,128
199,199,2299,40432,127,4096,65536,128
200,200,2317,40924,127,4096,65536,128
201,201,2288,39926,127,4096,65536,128
202,202,2290,40024,127,4096,65536,128
203,203,2286,39954,127,4096,65536,128
204,204,2288,39800,127,4096,65536,128
205,205,2202,37230,127,4096,65536,128
206,206,2292,40218,127,4096,65536,128
207,207,2220,37762,127,4096,65536,128
208,208,2305,40462,127,4096,65536,128
209,209,2321,41294,127,4096,65536,128
210,210,2301,40654,127,4096,65536,128
211,211,2278,39790,127,4096,65536,128
212,212,2260,39242,127,4096,65536,128
213,213,2312,40764,127,4096,65536,128
214,214,2339,42042,127,4096,65536,128
215,215,2250,39132,127,4096,65536,128
216,216,2273,39684,127,4096,65536,128
217,217,2301,40450,127,4096,65536,128
218,218,2279,39826,127,4096,65536,128
219,219,2318,41270,127,4096,65536,128
220,220,2352,42460,127,4096,65536,128
221,221,2255,38704,127,4096,65536,128
222,222,2274,39526,127,4096,65536,128
223,223,2255,39042,127,4096,65536,128
224,224,2231,38200,127,4096,65536,128
225,225,2241,38388,127,4096,65536,128
226,226,2252,38958,127,4096,65536,128
227,227,2311,40582,127,4096,65536,128
228,228,2242,38554,127,4096,65536,128
229,229,2297,40596,127,4096,65536,128
230,230,2245,38376,127,4096,65536,128
231,231,2336,41686,127,4096,65536,128
232,232,2310,40614,127,4096,65536,128
233,233,2274,39682,127,4096,65536,128
234,234,2362,42662,127,4096,65536,128
235,235,2286,39854,127,4096,65536,128
236,236,2304,40532,127,4096,65536,128
237,237,2366,42726,127,4096,65536,128
238,238,2237,38284,127,4096,65536,128
239,239,2305,40722,127,4096,65536,128
240,240,2252,39020,127,4096,65536,128
241,241,2289,39898,127,4096,65536,128
242,242,2283,40194,127,4096,65536,128
