,step_number,num_node_before_batching,num_edge_before_batching,num_graphs_before_batching,num_node_after_batching,num_edge_after_batching,num_graphs_after_batching
0,0,268,4646,15,512,8192,16
1,1,274,4820,15,512,8192,16
2,2,272,4818,15,512,8192,16
3,3,259,4314,15,512,8192,16
4,4,263,4470,15,512,8192,16
5,5,274,4858,15,512,8192,16
6,6,265,4550,15,512,8192,16
7,7,260,4406,15,512,8192,16
8,8,261,4414,15,512,8192,16
9,9,260,4558,15,512,8192,16
10,10,270,4762,15,512,8192,16
11,11,278,4984,15,512,8192,16
12,12,280,5088,15,512,8192,16
13,13,281,5074,15,512,8192,16
14,14,269,4672,15,512,8192,16
15,15,253,4168,15,256,8192,16
16,16,270,4650,15,512,8192,16
17,17,245,3940,15,256,4096,16
18,18,265,4494,15,512,8192,16
19,19,262,4368,15,512,8192,16
20,20,264,4518,15,512,8192,16
21,21,286,5350,15,512,8192,16
22,22,254,4078,15,256,4096,16
23,23,272,4728,15,512,8192,16
24,24,277,4932,15,512,8192,16
25,25,276,4926,15,512,8192,16
26,26,278,4982,15,512,8192,16
27,27,276,4944,15,512,8192,16
28,28,264,4482,15,512,8192,16
29,29,258,4268,15,512,8192,16
30,30,268,4596,15,512,8192,16
31,31,286,5312,15,512,8192,16
32,32,256,4242,15,512,8192,16
33,33,273,4890,15,512,8192,16
34,34,271,4758,15,512,8192,16
35,35,273,4838,15,512,8192,16
36,36,261,4404,15,512,8192,16
37,37,286,5328,15,512,8192,16
38,38,270,4756,15,512,8192,16
39,39,283,5190,15,512,8192,16
40,40,275,4876,15,512,8192,16
41,41,280,5148,15,512,8192,16
42,42,250,3992,15,256,4096,16
43,43,262,4486,15,512,8192,16
44,44,258,4322,15,512,8192,16
45,45,271,4748,15,512,8192,16
46,46,253,4120,15,256,8192,16
47,47,267,4668,15,512,8192,16
48,48,269,4670,15,512,8192,16
49,49,266,4582,15,512,8192,16
50,50,269,4624,15,512,8192,16
51,51,273,4790,15,512,8192,16
52,52,274,4910,15,512,8192,16
53,53,251,4034,15,256,4096,16
54,54,286,5202,15,512,8192,16
55,55,265,4514,15,512,8192,16
56,56,263,4396,15,512,8192,16
57,57,275,4958,15,512,8192,16
58,58,266,4594,15,512,8192,16
59,59,280,5064,15,512,8192,16
60,60,268,4586,15,512,8192,16
61,61,276,4954,15,512,8192,16
62,62,272,4824,15,512,8192,16
63,63,275,4928,15,512,8192,16
64,64,254,4160,15,256,8192,16
65,65,281,5078,15,512,8192,16
66,66,266,4618,15,512,8192,16
67,67,270,4710,15,512,8192,16
68,68,278,4978,15,512,8192,16
69,69,273,4884,15,512,8192,16
70,70,277,4960,15,512,8192,16
71,71,270,4680,15,512,8192,16
72,72,276,4890,15,512,8192,16
73,73,273,4818,15,512,8192,16
74,74,274,4800,15,512,8192,16
75,75,264,4564,15,512,8192,16
76,76,283,5130,15,512,8192,16
77,77,259,4312,15,512,8192,16
78,78,264,4532,15,512,8192,16
79,79,258,4282,15,512,8192,16
80,80,272,4788,15,512,8192,16
81,81,275,4880,15,512,8192,16
82,82,292,5506,15,512,8192,16
83,83,267,4572,15,512,8192,16
84,84,285,5250,15,512,8192,16
85,85,266,4574,15,512,8192,16
86,86,270,4654,15,512,8192,16
87,87,281,5094,15,512,8192,16
88,88,279,5048,15,512,8192,16
89,89,270,4776,15,512,8192,16
90,90,283,5212,15,512,8192,16
91,91,275,4946,15,512,8192,16
92,92,259,4284,15,512,8192,16
93,93,274,4862,15,512,8192,16
94,94,269,4696,15,512,8192,16
95,95,282,5146,15,512,8192,16
96,96,264,4502,15,512,8192,16
97,97,265,4526,15,512,8192,16
98,98,279,5206,15,512,8192,16
99,99,258,4244,15,512,8192,16
100,100,247,4054,15,256,4096,16
101,101,264,4494,15,512,8192,16
102,102,269,4616,15,512,8192,16
103,103,261,4372,15,512,8192,16
104,104,270,4648,15,512,8192,16
105,105,269,4686,15,512,8192,16
106,106,271,4788,15,512,8192,16
107,107,277,5034,15,512,8192,16
108,108,269,4638,15,512,8192,16
109,109,262,4410,15,512,8192,16
110,110,283,5180,15,512,8192,16
111,111,278,5006,15,512,8192,16
112,112,276,5000,15,512,8192,16
113,113,244,3880,15,256,4096,16
114,114,287,5378,15,512,8192,16
115,115,280,5030,15,512,8192,16
116,116,253,4100,15,256,8192,16
117,117,263,4450,15,512,8192,16
118,118,271,4722,15,512,8192,16
119,119,258,4238,15,512,8192,16
120,120,249,4022,15,256,4096,16
121,121,265,4570,15,512,8192,16
122,122,265,4486,15,512,8192,16
123,123,261,4394,15,512,8192,16
124,124,256,4222,15,512,8192,16
125,125,275,4974,15,512,8192,16
126,126,259,4290,15,512,8192,16
127,127,286,5354,15,512,8192,16
128,128,268,4654,15,512,8192,16
129,129,278,4956,15,512,8192,16
130,130,265,4488,15,512,8192,16
131,131,267,4564,15,512,8192,16
132,132,279,5002,15,512,8192,16
133,133,267,4698,15,512,8192,16
134,134,254,4200,15,256,8192,16
135,135,250,4084,15,256,4096,16
136,136,266,4524,15,512,8192,16
137,137,260,4358,15,512,8192,16
138,138,267,4670,15,512,8192,16
139,139,277,4880,15,512,8192,16
140,140,259,4350,15,512,8192,16
141,141,295,5634,15,512,8192,16
142,142,250,4110,15,256,8192,16
143,143,284,5244,15,512,8192,16
144,144,258,4284,15,512,8192,16
145,145,275,4858,15,512,8192,16
146,146,285,5280,15,512,8192,16
147,147,284,5206,15,512,8192,16
148,148,272,4750,15,512,8192,16
149,149,287,5342,15,512,8192,16
150,150,270,4688,15,512,8192,16
151,151,279,5058,15,512,8192,16
152,152,277,4984,15,512,8192,16
153,153,253,4150,15,256,8192,16
154,154,274,5002,15,512,8192,16
155,155,259,4322,15,512,8192,16
156,156,281,5058,15,512,8192,16
157,157,261,4378,15,512,8192,16
158,158,269,4642,15,512,8192,16
159,159,262,4436,15,512,8192,16
160,160,274,4766,15,512,8192,16
161,161,281,5078,15,512,8192,16
162,162,275,4834,15,512,8192,16
163,163,283,5162,15,512,8192,16
164,164,279,5058,15,512,8192,16
165,165,259,4292,15,512,8192,16
166,166,277,4982,15,512,8192,16
167,167,274,4820,15,512,8192,16
168,168,286,5374,15,512,8192,16
169,169,267,4528,15,512,8192,16
170,170,266,4546,15,512,8192,16
171,171,260,4314,15,512,8192,16
172,172,278,5046,15,512,8192,16
173,173,289,5422,15,512,8192,16
174,174,268,4682,15,512,8192,16
175,175,267,4646,15,512,8192,16
176,176,262,4428,15,512,8192,16
177,177,278,5022,15,512,8192,16
178,178,255,4258,15,256,8192,16
179,179,274,4964,15,512,8192,16
180,180,262,4408,15,512,8192,16
181,181,286,5314,15,512,8192,16
182,182,259,4330,15,512,8192,16
183,183,248,3980,15,256,4096,16
184,184,273,4838,15,512,8192,16
185,185,247,3922,15,256,4096,16
186,186,285,5302,15,512,8192,16
187,187,278,5046,15,512,8192,16
188,188,258,4234,15,512,8192,16
189,189,273,4742,15,512,8192,16
190,190,257,4238,15,512,8192,16
191,191,270,4712,15,512,8192,16
192,192,268,4662,15,512,8192,16
193,193,271,4762,15,512,8192,16
194,194,248,4258,15,256,8192,16
195,195,266,4552,15,512,8192,16
196,196,276,4876,15,512,8192,16
197,197,262,4510,15,512,8192,16
198,198,289,5412,15,512,8192,16
199,199,284,5326,15,512,8192,16
200,200,281,5102,15,512,8192,16
201,201,284,5170,15,512,8192,16
202,202,273,4786,15,512,8192,16
203,203,262,4426,15,512,8192,16
204,204,260,4316,15,512,8192,16
205,205,276,4908,15,512,8192,16
206,206,265,4500,15,512,8192,16
207,207,263,4496,15,512,8192,16
208,208,290,5464,15,512,8192,16
209,209,251,4174,15,256,8192,16
210,210,262,4430,15,512,8192,16
211,211,263,4438,15,512,8192,16
212,212,271,4702,15,512,8192,16
213,213,275,4850,15,512,8192,16
214,214,273,4824,15,512,8192,16
215,215,271,4752,15,512,8192,16
216,216,265,4492,15,512,8192,16
217,217,267,4666,15,512,8192,16
218,218,283,5156,15,512,8192,16
219,219,271,4664,15,512,8192,16
220,220,281,5088,15,512,8192,16
221,221,270,4656,15,512,8192,16
222,222,273,4768,15,512,8192,16
223,223,292,5500,15,512,8192,16
224,224,263,4576,15,512,8192,16
225,225,268,4582,15,512,8192,16
226,226,257,4232,15,512,8192,16
227,227,269,4660,15,512,8192,16
228,228,254,4176,15,256,8192,16
229,229,267,4632,15,512,8192,16
230,230,272,4838,15,512,8192,16
231,231,273,4810,15,512,8192,16
232,232,276,4906,15,512,8192,16
233,233,297,5764,15,512,8192,16
234,234,276,4854,15,512,8192,16
235,235,266,4548,15,512,8192,16
236,236,264,4532,15,512,8192,16
237,237,273,4868,15,512,8192,16
238,238,247,3918,15,256,4096,16
239,239,273,4836,15,512,8192,16
240,240,276,4908,15,512,8192,16
241,241,271,4704,15,512,8192,16
242,242,274,4818,15,512,8192,16
243,243,291,5528,15,512,8192,16
244,244,275,4944,15,512,8192,16
245,245,259,4414,15,512,8192,16
246,246,260,4352,15,512,8192,16
247,247,260,4322,15,512,8192,16
248,248,248,3998,15,256,4096,16
249,249,284,5258,15,512,8192,16
250,250,267,4650,15,512,8192,16
251,251,277,4908,15,512,8192,16
252,252,270,4714,15,512,8192,16
253,253,262,4452,15,512,8192,16
254,254,285,5206,15,512,8192,16
255,255,267,4602,15,512,8192,16
